"movieId","provider_id","provider_name","type"
924,2,"Apple iTunes","rent"
924,3,"Google Play Movies","rent"
924,167,"Claro video","rent"
925,,,"rent"
926,,,"rent"
927,,,"rent"
928,,,"rent"
929,,,"rent"
930,,,"rent"
931,,,"rent"
932,3,"Google Play Movies","rent"
933,2,"Apple iTunes","rent"
933,3,"Google Play Movies","rent"
933,167,"Claro video","rent"
934,2,"Apple iTunes","rent"
935,,,"rent"
936,2,"Apple iTunes","rent"
936,3,"Google Play Movies","rent"
937,2,"Apple iTunes","rent"
938,2,"Apple iTunes","rent"
939,,,"rent"
940,3,"Google Play Movies","rent"
941,,,"rent"
942,3,"Google Play Movies","rent"
943,,,"rent"
944,,,"rent"
945,2,"Apple iTunes","rent"
946,,,"rent"
947,,,"rent"
948,2,"Apple iTunes","rent"
948,3,"Google Play Movies","rent"
949,2,"Apple iTunes","rent"
950,2,"Apple iTunes","rent"
951,,,"rent"
952,2,"Apple iTunes","rent"
952,3,"Google Play Movies","rent"
953,2,"Apple iTunes","rent"
953,3,"Google Play Movies","rent"
953,167,"Claro video","rent"
954,,,"rent"
955,2,"Apple iTunes","rent"
956,,,"rent"
957,,,"rent"
958,,,"rent"
959,,,"rent"
960,,,"rent"
961,,,"rent"
962,,,"rent"
963,,,"rent"
964,,,"rent"
965,,,"rent"
966,,,"rent"
967,,,"rent"
968,,,"rent"
969,,,"rent"
970,,,"rent"
971,2,"Apple iTunes","rent"
971,3,"Google Play Movies","rent"
972,,,"rent"
973,,,"rent"
974,,,"rent"
975,,,"rent"
976,,,"rent"
977,,,"rent"
979,,,"rent"
980,,,"rent"
981,,,"rent"
982,,,"rent"
983,,,"rent"
984,,,"rent"
985,,,"rent"
986,,,"rent"
987,,,"rent"
988,,,"rent"
989,,,"rent"
990,,,"rent"
991,2,"Apple iTunes","rent"
991,167,"Claro video","rent"
992,,,"rent"
993,,,"rent"
994,,,"rent"
